age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,deposit,binary_deposit,binary_default,binary_housing,binary_loan,balance_status,age_group
39,other,single,secondary,no,0,no,no,6,3.13,1,0,no,0,0,0,0,negative,30
56,services,married,primary,no,444,yes,no,6,7.2,1,0,no,0,0,1,0,medium,50
39,self-employed,married,tertiary,no,1047,no,no,6,9.23,1,0,yes,1,0,0,0,high,30
52,housemaid,married,primary,no,1837,no,no,6,1.97,1,0,no,0,0,0,0,very high,50
30,blue-collar,divorced,primary,no,1,yes,no,6,1.05,9,0,no,0,0,1,0,low,30
25,management,single,tertiary,no,490,yes,no,6,4.1,3,0,no,0,0,1,0,medium,20
60,retired,married,secondary,no,-1110,yes,no,6,2.38,2,0,no,0,0,1,0,negative,60
38,blue-collar,married,secondary,no,0,no,no,6,6.02,1,0,no,0,0,0,0,negative,30
54,entrepreneur,married,secondary,no,2791,no,no,6,1.57,1,0,no,0,0,0,0,very high,50
40,services,single,secondary,no,546,yes,no,6,3.65,1,0,no,0,0,1,0,medium,40
37,blue-collar,married,primary,no,27,no,no,6,1.33,1,0,no,0,0,0,0,low,30
43,entrepreneur,married,tertiary,no,5506,no,yes,6,2.35,1,0,no,0,0,0,1,very high,40
39,management,divorced,other,no,401,no,no,6,2.1,1,0,no,0,0,0,0,medium,30
33,blue-collar,married,primary,no,3704,yes,no,6,7.45,2,0,no,0,0,1,0,very high,30
28,blue-collar,married,secondary,no,708,yes,no,6,5.65,5,0,no,0,0,1,0,high,20
27,services,single,secondary,no,482,yes,no,6,3.67,2,0,no,0,0,1,0,medium,20
44,management,divorced,tertiary,no,0,no,no,6,6.22,1,0,no,0,0,0,0,negative,40
38,management,married,tertiary,no,881,no,yes,6,1.32,2,0,no,0,0,0,1,high,30
41,technician,married,secondary,no,118,no,no,6,5.65,1,0,no,0,0,0,0,low,40
54,management,married,tertiary,no,884,yes,no,6,1.52,1,0,no,0,0,1,0,high,50
30,technician,single,tertiary,no,799,yes,yes,6,1.52,18,0,no,0,0,1,1,high,30
39,blue-collar,married,primary,no,0,no,no,6,2.97,1,0,no,0,0,0,0,negative,30
51,self-employed,married,primary,no,10,no,no,6,8.55,3,0,no,0,0,0,0,low,50
38,blue-collar,married,secondary,no,292,yes,yes,6,1.4,2,0,no,0,0,1,1,medium,30
36,management,single,secondary,no,992,no,no,6,5.85,1,0,no,0,0,0,0,high,30
36,blue-collar,single,secondary,no,1012,yes,yes,6,6.65,1,0,no,0,0,1,1,high,30
37,self-employed,single,tertiary,no,984,no,no,6,5.57,1,0,no,0,0,0,0,high,30
50,blue-collar,single,primary,no,1743,yes,no,6,0.82,5,0,no,0,0,1,0,very high,50
38,management,married,secondary,no,794,yes,no,6,0.83,3,0,no,0,0,1,0,high,30
40,management,single,tertiary,no,383,yes,no,6,1.77,5,0,no,0,0,1,0,medium,40
46,other,married,other,no,2505,no,no,6,2.25,2,0,no,0,0,0,0,very high,40
39,admin,married,secondary,no,441,no,no,6,1.68,2,0,no,0,0,0,0,medium,30
48,blue-collar,married,primary,no,72,yes,no,6,1.9,5,0,no,0,0,1,0,low,40
38,other,married,primary,no,0,no,no,6,6.9,2,0,no,0,0,0,0,negative,30
38,blue-collar,single,secondary,no,1230,yes,no,6,4.43,2,0,no,0,0,1,0,high,30
58,other,married,tertiary,no,4150,no,no,6,6.05,1,0,no,0,0,0,0,very high,50
31,technician,single,other,no,694,yes,no,6,7.18,2,0,no,0,0,1,0,high,30
26,blue-collar,single,secondary,no,940,yes,no,6,3.95,3,0,no,0,0,1,0,high,20
26,technician,single,secondary,no,639,yes,no,6,11.82,5,0,yes,1,0,1,0,medium,20
26,admin,married,secondary,no,710,yes,yes,6,21.27,2,0,yes,1,0,1,1,high,20
28,admin,married,secondary,no,-156,yes,no,6,2.68,5,0,no,0,0,1,0,negative,20
38,blue-collar,married,secondary,no,926,no,yes,6,3.15,3,0,no,0,0,0,1,high,30
56,management,married,tertiary,no,3039,no,no,6,7.0,2,0,no,0,0,0,0,very high,50
27,admin,single,secondary,no,685,yes,no,6,11.2,2,0,no,0,0,1,0,high,20
48,blue-collar,divorced,primary,no,0,no,no,6,4.13,2,0,no,0,0,0,0,negative,40
56,other,divorced,other,no,2152,no,no,6,1.12,1,0,no,0,0,0,0,very high,50
37,blue-collar,married,other,no,1508,no,yes,6,6.35,2,0,yes,1,0,0,1,high,30
41,blue-collar,married,secondary,no,901,yes,no,6,1.33,3,0,no,0,0,1,0,high,40
38,blue-collar,married,primary,no,8251,no,no,6,3.23,3,0,no,0,0,0,0,very high,30
29,technician,single,secondary,no,778,yes,no,6,33.23,2,0,no,0,0,1,0,high,20
43,blue-collar,married,secondary,no,101,no,no,6,2.55,1,0,no,0,0,0,0,low,40
60,housemaid,married,primary,no,161,no,no,6,3.05,1,0,no,0,0,0,0,low,60
36,admin,married,secondary,no,4785,no,yes,6,4.17,1,0,no,0,0,0,1,very high,30
38,admin,single,secondary,no,3823,no,no,6,1.35,5,0,no,0,0,0,0,very high,30
40,technician,married,secondary,no,-282,yes,no,6,3.72,3,0,no,0,0,1,0,negative,40
58,entrepreneur,married,primary,no,1657,no,no,6,2.87,2,0,no,0,0,0,0,high,50
41,blue-collar,divorced,secondary,no,1491,yes,no,6,1.67,2,0,no,0,0,1,0,high,40
47,other,married,other,no,750,no,no,6,3.13,1,0,no,0,0,0,0,high,40
60,technician,married,tertiary,no,0,no,no,6,5.33,1,0,no,0,0,0,0,negative,60
37,services,single,secondary,no,148,no,yes,6,1.07,1,0,no,0,0,0,1,low,30
58,technician,divorced,secondary,no,797,yes,no,6,2.23,2,0,no,0,0,1,0,high,50
30,management,single,tertiary,no,329,yes,no,6,2.03,16,0,no,0,0,1,0,medium,30
47,admin,married,secondary,no,1060,yes,no,6,1.38,3,0,no,0,0,1,0,high,40
46,other,married,other,no,613,no,no,6,0.85,1,0,no,0,0,0,0,medium,40
54,services,single,secondary,no,492,no,no,6,5.5,1,0,no,0,0,0,0,medium,50
58,management,divorced,tertiary,no,1266,no,yes,6,2.73,1,0,no,0,0,0,1,high,50
41,entrepreneur,married,primary,no,406,no,no,6,4.53,1,0,no,0,0,0,0,medium,40
53,retired,married,primary,no,2010,no,yes,6,3.03,1,0,no,0,0,0,1,very high,50
35,self-employed,single,primary,no,45,no,yes,6,1.35,1,0,no,0,0,0,1,low,30
46,technician,married,tertiary,no,0,no,no,6,2.65,1,0,no,0,0,0,0,negative,40
51,entrepreneur,married,tertiary,no,5403,no,no,6,0.7,1,0,no,0,0,0,0,very high,50
35,self-employed,married,secondary,no,116,no,no,6,6.02,1,0,no,0,0,0,0,low,30
48,technician,married,secondary,no,545,no,no,6,5.12,1,0,no,0,0,0,0,medium,40
37,self-employed,single,tertiary,no,1004,yes,no,6,6.28,3,0,no,0,0,1,0,high,30
35,housemaid,married,primary,no,8127,no,no,6,5.25,1,0,no,0,0,0,0,very high,30
36,unemployed,married,secondary,no,1453,no,no,6,6.43,1,0,no,0,0,0,0,high,30
50,blue-collar,married,primary,no,-294,yes,no,6,1.32,3,0,no,0,0,1,0,negative,50
35,blue-collar,married,secondary,no,3595,no,no,6,0.5,1,0,no,0,0,0,0,very high,30
55,blue-collar,divorced,secondary,no,4053,no,no,6,3.03,2,0,no,0,0,0,0,very high,50
36,technician,single,secondary,no,300,yes,no,6,5.97,1,0,no,0,0,1,0,medium,30
37,management,married,tertiary,no,657,no,no,6,3.78,1,0,no,0,0,0,0,medium,30
34,technician,married,secondary,no,139,yes,yes,6,0.87,13,0,no,0,0,1,1,low,30
53,blue-collar,married,secondary,no,66,no,no,6,6.0,2,0,no,0,0,0,0,low,50
50,blue-collar,married,primary,no,746,yes,no,6,2.27,13,0,no,0,0,1,0,high,50
32,self-employed,married,tertiary,no,189,yes,no,6,1.77,2,0,no,0,0,1,0,low,30
36,management,single,tertiary,no,624,yes,no,6,2.35,3,0,no,0,0,1,0,medium,30
30,admin,single,secondary,no,223,yes,no,6,14.37,11,0,yes,1,0,1,0,low,30
40,blue-collar,single,primary,no,1055,no,no,6,0.53,2,0,no,0,0,0,0,high,40
60,self-employed,married,secondary,no,0,no,no,6,1.62,1,0,no,0,0,0,0,negative,60
37,self-employed,married,secondary,no,160,no,no,6,1.78,1,0,no,0,0,0,0,low,30
36,self-employed,single,tertiary,no,2000,no,no,6,1.57,1,0,no,0,0,0,0,very high,30
46,blue-collar,married,secondary,no,425,yes,no,6,2.8,3,0,no,0,0,1,0,medium,40
52,self-employed,married,secondary,no,9,no,yes,6,0.73,1,0,no,0,0,0,1,low,50
38,management,single,tertiary,no,619,yes,no,6,7.67,4,0,yes,1,0,1,0,medium,30
28,technician,single,secondary,yes,-1042,yes,no,6,11.87,2,0,yes,1,1,1,0,negative,20
57,blue-collar,married,primary,no,679,yes,no,6,1.3,3,0,no,0,0,1,0,high,50
40,management,married,tertiary,no,406,no,no,6,4.37,1,0,no,0,0,0,0,medium,40
40,admin,married,secondary,no,334,yes,no,6,1.4,5,0,no,0,0,1,0,medium,40
38,admin,married,secondary,no,215,yes,yes,6,2.88,2,0,no,0,0,1,1,low,30
59,admin,married,secondary,no,1001,no,no,6,2.92,2,0,no,0,0,0,0,high,50
37,blue-collar,married,secondary,no,685,yes,no,6,16.13,1,0,no,0,0,1,0,high,30
36,entrepreneur,divorced,tertiary,no,914,no,no,6,3.65,1,0,no,0,0,0,0,high,30
56,technician,married,secondary,no,359,yes,no,6,3.67,4,0,no,0,0,1,0,medium,50
27,management,single,other,no,1029,yes,no,6,1.18,2,0,no,0,0,1,0,high,20
54,self-employed,divorced,primary,no,351,yes,no,6,10.7,2,0,yes,1,0,1,0,medium,50
41,admin,single,secondary,no,84,yes,no,6,3.97,3,0,no,0,0,1,0,low,40
53,blue-collar,married,secondary,no,0,no,no,6,10.83,1,0,no,0,0,0,0,negative,50
35,other,married,other,no,0,no,no,6,2.65,3,0,no,0,0,0,0,negative,30
26,admin,married,secondary,no,1417,yes,no,6,1.0,3,0,no,0,0,1,0,high,20
39,blue-collar,married,secondary,no,123,yes,no,6,2.75,3,0,no,0,0,1,0,low,30
50,services,single,secondary,no,1205,yes,no,6,1.37,2,0,no,0,0,1,0,high,50
49,management,single,tertiary,no,53,no,no,6,2.22,3,0,no,0,0,0,0,low,40
42,management,married,tertiary,no,202,no,no,6,2.27,1,0,no,0,0,0,0,low,40
46,self-employed,single,secondary,no,2899,no,no,6,0.67,1,0,no,0,0,0,0,very high,40
48,entrepreneur,married,tertiary,no,810,no,no,6,6.38,1,0,no,0,0,0,0,high,40
36,technician,married,secondary,no,22,no,no,6,7.73,1,0,no,0,0,0,0,low,30
48,services,married,secondary,no,328,no,no,6,3.15,1,0,no,0,0,0,0,medium,40
52,blue-collar,married,primary,no,4793,yes,no,6,2.93,2,0,no,0,0,1,0,very high,50
56,unemployed,divorced,secondary,no,763,no,no,6,3.02,2,0,no,0,0,0,0,high,50
47,blue-collar,married,primary,no,673,yes,yes,6,1.97,4,0,no,0,0,1,1,high,40
52,self-employed,married,tertiary,no,1088,yes,no,6,3.62,2,0,no,0,0,1,0,high,50
50,technician,married,secondary,no,8001,no,no,6,0.87,1,0,no,0,0,0,0,very high,50
51,self-employed,married,primary,no,8313,no,no,6,3.08,1,0,no,0,0,0,0,very high,50
37,technician,single,tertiary,no,1309,no,no,6,7.37,2,0,no,0,0,0,0,high,30
41,blue-collar,married,primary,no,1461,yes,no,6,9.23,2,0,yes,1,0,1,0,high,40
59,retired,married,primary,yes,-488,no,yes,6,4.12,1,0,no,0,1,0,1,negative,50
55,services,divorced,primary,no,653,no,no,6,13.33,1,0,no,0,0,0,0,medium,50
35,blue-collar,single,other,no,871,yes,no,6,3.6,3,0,no,0,0,1,0,high,30
56,housemaid,divorced,tertiary,no,1059,no,yes,6,0.95,2,0,no,0,0,0,1,high,50
36,services,divorced,secondary,no,1594,no,no,6,4.17,3,0,no,0,0,0,0,high,30
43,self-employed,married,tertiary,no,64,no,no,6,3.83,2,0,no,0,0,0,0,low,40
48,management,married,tertiary,no,0,yes,no,6,5.0,5,0,no,0,0,1,0,negative,40
34,housemaid,married,tertiary,no,1265,yes,no,6,6.62,3,0,no,0,0,1,0,high,30
44,self-employed,single,tertiary,no,97,yes,no,6,2.55,4,0,no,0,0,1,0,low,40
39,services,married,secondary,no,207,no,no,6,1.3,2,0,no,0,0,0,0,low,30
43,admin,married,primary,no,482,yes,no,6,17.35,13,0,no,0,0,1,0,medium,40
53,housemaid,single,tertiary,no,3275,no,no,6,8.78,2,0,no,0,0,0,0,very high,50
36,blue-collar,married,secondary,no,70,yes,no,6,1.67,2,0,no,0,0,1,0,low,30
36,services,single,primary,no,38,no,no,6,5.13,4,0,no,0,0,0,0,low,30
41,management,single,tertiary,no,195,no,no,6,5.68,2,0,no,0,0,0,0,low,40
37,services,divorced,secondary,no,319,yes,no,6,7.78,3,0,yes,1,0,1,0,medium,30
32,services,divorced,secondary,no,5267,yes,no,6,2.97,2,0,no,0,0,1,0,very high,30
56,retired,divorced,tertiary,no,2774,no,no,6,21.47,3,0,no,0,0,0,0,very high,50
44,blue-collar,single,secondary,no,259,yes,no,6,2.72,2,0,no,0,0,1,0,medium,40
25,admin,single,secondary,no,0,yes,no,6,2.87,2,0,no,0,0,1,0,negative,20
30,management,single,tertiary,no,1636,no,no,6,5.02,2,0,no,0,0,0,0,high,30
32,services,married,secondary,no,4789,yes,yes,6,6.78,4,0,no,0,0,1,1,very high,30
53,technician,married,secondary,no,480,no,no,6,10.8,2,0,yes,1,0,0,0,medium,50
29,technician,married,tertiary,no,-246,yes,no,6,5.18,3,0,no,0,0,1,0,negative,20
49,housemaid,divorced,secondary,no,630,no,no,6,6.92,2,0,no,0,0,0,0,medium,40
37,entrepreneur,married,tertiary,no,342,yes,no,6,3.53,1,0,no,0,0,1,0,medium,30
41,housemaid,single,primary,no,21,no,no,6,4.4,1,0,no,0,0,0,0,low,40
37,blue-collar,divorced,secondary,no,33,yes,no,6,5.43,1,0,no,0,0,1,0,low,30
41,admin,divorced,secondary,no,762,yes,no,6,5.32,4,0,no,0,0,1,0,high,40
46,technician,married,secondary,no,0,no,no,6,3.1,2,0,no,0,0,0,0,negative,40
40,services,single,secondary,no,2936,no,no,6,7.88,2,0,no,0,0,0,0,very high,40
36,housemaid,single,tertiary,no,561,no,no,6,4.57,2,0,no,0,0,0,0,medium,30
39,housemaid,single,secondary,no,2022,no,no,6,1.75,1,0,no,0,0,0,0,very high,30
55,housemaid,married,primary,no,1870,no,no,6,2.53,1,0,no,0,0,0,0,very high,50
45,self-employed,married,tertiary,no,510,no,no,6,10.65,2,0,no,0,0,0,0,medium,40
29,blue-collar,single,primary,no,213,yes,no,6,44.22,3,0,yes,1,0,1,0,low,20
58,blue-collar,married,secondary,no,4053,no,no,6,2.67,2,0,no,0,0,0,0,very high,50
35,management,married,tertiary,no,482,no,no,6,2.15,2,0,no,0,0,0,0,medium,30
50,blue-collar,married,secondary,no,464,no,yes,6,7.1,2,0,no,0,0,0,1,medium,50
47,admin,married,secondary,no,1383,yes,no,6,7.67,8,0,no,0,0,1,0,high,40
38,blue-collar,married,secondary,no,3598,no,no,6,2.57,1,0,no,0,0,0,0,very high,30
39,technician,single,secondary,no,201,no,yes,6,2.47,4,0,no,0,0,0,1,low,30
45,housemaid,single,secondary,no,5287,no,no,6,4.2,2,0,no,0,0,0,0,very high,40
40,blue-collar,married,primary,no,343,no,no,6,4.87,2,0,no,0,0,0,0,medium,40
37,blue-collar,married,secondary,no,1,no,no,6,0.73,2,0,no,0,0,0,0,low,30
52,retired,married,secondary,no,1956,no,no,6,6.4,2,0,no,0,0,0,0,very high,50
40,management,married,primary,no,733,yes,no,6,1.57,7,0,no,0,0,1,0,high,40
28,blue-collar,single,secondary,no,3430,yes,no,6,1.2,6,0,no,0,0,1,0,very high,20
56,unemployed,divorced,tertiary,no,832,no,no,6,0.6,2,0,no,0,0,0,0,high,50
46,retired,single,primary,no,1190,no,no,6,5.27,2,0,no,0,0,0,0,high,40
51,technician,married,secondary,no,176,no,no,6,3.62,4,0,no,0,0,0,0,low,50
39,self-employed,married,secondary,yes,-571,no,no,6,3.0,2,0,no,0,1,0,0,negative,30
45,services,married,secondary,no,191,no,yes,6,2.27,2,0,no,0,0,0,1,low,40
33,entrepreneur,single,tertiary,no,327,yes,yes,6,9.37,2,0,no,0,0,1,1,medium,30
45,blue-collar,divorced,secondary,no,0,no,no,6,7.03,5,0,no,0,0,0,0,negative,40
58,housemaid,married,primary,no,935,yes,no,6,4.53,2,0,no,0,0,1,0,high,50
57,entrepreneur,married,tertiary,no,958,no,no,6,4.17,2,0,no,0,0,0,0,high,50
37,management,married,tertiary,no,1698,yes,no,6,1.58,2,0,no,0,0,1,0,very high,30
38,self-employed,divorced,secondary,no,0,no,no,6,4.35,2,0,no,0,0,0,0,negative,30
28,blue-collar,single,tertiary,no,727,yes,no,6,2.4,4,0,no,0,0,1,0,high,20
46,admin,married,primary,no,595,yes,no,6,5.57,3,0,no,0,0,1,0,medium,40
31,management,single,tertiary,no,2296,yes,no,6,0.82,8,0,no,0,0,1,0,very high,30
45,self-employed,married,secondary,no,-30,yes,yes,6,2.75,2,0,no,0,0,1,1,negative,40
50,technician,married,secondary,no,3503,yes,no,6,1.72,2,0,no,0,0,1,0,very high,50
38,housemaid,married,primary,no,3577,no,no,6,3.17,2,0,no,0,0,0,0,very high,30
49,blue-collar,married,primary,no,0,yes,no,6,4.77,2,0,no,0,0,1,0,negative,40
30,blue-collar,married,secondary,no,3653,yes,yes,6,2.78,4,0,no,0,0,1,1,very high,30
30,student,single,other,no,1232,yes,no,6,0.87,4,0,no,0,0,1,0,high,30
41,management,married,tertiary,no,850,no,no,6,4.37,2,0,no,0,0,0,0,high,40
52,retired,married,other,no,3303,no,no,6,0.55,1,0,no,0,0,0,0,very high,50
59,retired,married,secondary,no,444,yes,no,6,2.28,1,0,no,0,0,1,0,medium,50
38,services,divorced,secondary,no,792,no,no,6,7.17,1,0,no,0,0,0,0,high,30
52,services,married,secondary,no,1386,no,no,6,1.67,1,0,no,0,0,0,0,high,50
37,self-employed,single,tertiary,no,1549,no,no,6,0.8,2,0,no,0,0,0,0,high,30
49,blue-collar,married,primary,no,4830,yes,no,6,5.83,1,0,no,0,0,1,0,very high,40
48,management,married,primary,no,2803,yes,no,6,0.5,24,0,no,0,0,1,0,very high,40
35,blue-collar,married,secondary,no,594,yes,no,6,3.55,2,0,no,0,0,1,0,medium,30
59,retired,divorced,primary,no,40,no,no,6,1.8,1,0,no,0,0,0,0,low,50
54,housemaid,married,secondary,no,378,no,no,6,6.18,2,0,no,0,0,0,0,medium,50
30,blue-collar,single,secondary,no,23,yes,no,6,0.6,24,0,no,0,0,1,0,low,30
53,technician,married,primary,no,44,no,no,6,4.27,1,0,no,0,0,0,0,low,50
57,entrepreneur,married,tertiary,no,1114,no,no,6,2.32,2,0,no,0,0,0,0,high,50
51,housemaid,married,primary,no,1275,no,no,6,1.53,1,0,no,0,0,0,0,high,50
49,entrepreneur,divorced,secondary,no,2908,no,no,6,5.37,1,0,no,0,0,0,0,very high,40
49,technician,single,secondary,no,-97,yes,no,6,1.53,2,0,no,0,0,1,0,negative,40
53,retired,married,secondary,no,1300,no,no,6,7.0,1,0,no,0,0,0,0,high,50
45,technician,married,tertiary,no,43,yes,no,6,3.07,4,0,no,0,0,1,0,low,40
37,blue-collar,married,secondary,no,5334,no,no,6,0.97,1,0,no,0,0,0,0,very high,30
37,self-employed,divorced,tertiary,no,160,yes,yes,6,9.08,2,0,no,0,0,1,1,low,30
41,management,married,tertiary,no,251,no,yes,6,1.42,3,0,no,0,0,0,1,low,40
35,management,single,tertiary,no,68,no,no,6,18.08,1,0,yes,1,0,0,0,low,30
54,blue-collar,divorced,secondary,no,218,no,no,6,8.57,2,0,no,0,0,0,0,low,50
40,student,single,secondary,no,5349,no,no,6,7.85,1,0,no,0,0,0,0,very high,40
47,admin,divorced,secondary,no,295,yes,no,6,1.57,2,0,yes,1,0,1,0,medium,40
40,admin,married,secondary,no,2199,no,no,6,0.63,3,0,no,0,0,0,0,very high,40
57,retired,married,secondary,no,3783,yes,no,6,3.3,3,0,no,0,0,1,0,very high,50
37,blue-collar,married,secondary,no,287,yes,no,6,3.18,2,0,no,0,0,1,0,medium,30
57,housemaid,married,primary,no,7082,no,no,6,1.15,3,0,no,0,0,0,0,very high,50
29,blue-collar,married,secondary,no,87,yes,no,6,22.17,3,0,no,0,0,1,0,low,20
35,blue-collar,divorced,primary,no,-5,no,no,6,0.8,5,0,no,0,0,0,0,negative,30
39,technician,married,secondary,no,3050,yes,no,6,3.93,7,0,no,0,0,1,0,very high,30
55,entrepreneur,divorced,tertiary,no,0,no,no,6,1.8,2,0,no,0,0,0,0,negative,50
49,admin,married,secondary,no,1632,no,no,6,0.78,1,0,no,0,0,0,0,high,40
23,technician,single,secondary,yes,150,yes,yes,6,1.1,5,0,no,0,1,1,1,low,20
41,blue-collar,married,primary,no,-204,yes,yes,6,0.7,1,0,no,0,0,1,1,negative,40
58,retired,married,secondary,no,2836,no,no,6,4.13,2,0,no,0,0,0,0,very high,50
53,management,married,tertiary,no,7067,no,no,6,1.37,3,0,no,0,0,0,0,very high,50
35,admin,married,secondary,no,640,no,no,6,7.68,2,0,no,0,0,0,0,medium,30
36,management,married,tertiary,no,254,no,no,6,2.68,3,0,no,0,0,0,0,low,30
46,other,married,other,no,2367,no,no,6,1.43,3,0,no,0,0,0,0,very high,40
32,entrepreneur,married,secondary,no,1328,yes,no,6,1.33,5,0,no,0,0,1,0,high,30
40,housemaid,divorced,primary,no,1,no,no,6,1.88,3,0,no,0,0,0,0,low,40
52,technician,married,secondary,no,-38,no,no,6,10.22,1,0,no,0,0,0,0,negative,50
48,services,divorced,primary,no,927,no,no,6,3.35,6,0,no,0,0,0,0,high,40
53,housemaid,married,primary,no,5098,yes,no,6,2.58,3,0,no,0,0,1,0,very high,50
36,services,married,secondary,no,8114,yes,no,6,8.42,1,0,no,0,0,1,0,very high,30
47,other,married,other,no,0,no,no,6,7.77,2,0,no,0,0,0,0,negative,40
37,blue-collar,married,secondary,no,-288,yes,yes,6,4.97,2,0,no,0,0,1,1,negative,30
45,admin,divorced,secondary,no,246,no,no,6,1.98,1,0,no,0,0,0,0,low,40
47,management,divorced,tertiary,no,313,yes,no,6,1.9,7,0,no,0,0,1,0,medium,40
45,services,married,secondary,no,162,no,no,6,2.77,4,0,no,0,0,0,0,low,40
33,blue-collar,married,secondary,no,2645,yes,yes,6,1.42,4,0,no,0,0,1,1,very high,30
50,blue-collar,married,secondary,no,289,no,no,6,1.22,1,0,no,0,0,0,0,medium,50
40,retired,married,secondary,no,263,no,no,6,12.68,3,0,no,0,0,0,0,medium,40
58,management,single,other,no,1873,no,no,6,0.82,2,0,no,0,0,0,0,very high,50
57,technician,divorced,secondary,no,204,no,no,6,1.62,5,0,no,0,0,0,0,low,50
38,blue-collar,single,secondary,no,-56,yes,yes,6,4.12,2,0,no,0,0,1,1,negative,30
48,admin,divorced,secondary,no,2662,no,no,6,4.97,2,0,no,0,0,0,0,very high,40
37,self-employed,divorced,secondary,no,231,no,no,6,4.17,1,0,no,0,0,0,0,low,30
43,management,divorced,secondary,no,311,no,no,6,1.53,1,0,no,0,0,0,0,medium,40
37,self-employed,married,tertiary,no,0,no,no,6,2.38,1,0,no,0,0,0,0,negative,30
36,blue-collar,married,primary,no,0,no,no,6,2.48,1,0,no,0,0,0,0,negative,30
60,management,married,secondary,no,130,no,no,6,2.52,1,0,no,0,0,0,0,low,60
39,services,single,secondary,no,158,yes,no,6,5.9,2,0,no,0,0,1,0,low,30
25,technician,single,secondary,no,2704,yes,no,6,1.05,3,0,no,0,0,1,0,very high,20
53,retired,divorced,secondary,yes,-200,no,yes,6,2.68,1,0,no,0,1,0,1,negative,50
52,management,divorced,tertiary,no,590,no,no,6,5.9,5,0,no,0,0,0,0,medium,50
37,blue-collar,married,primary,no,7,no,no,6,2.93,1,0,no,0,0,0,0,low,30
60,retired,married,secondary,no,2586,no,no,6,2.5,4,0,no,0,0,0,0,very high,60
52,housemaid,single,tertiary,no,0,no,no,6,7.18,2,0,no,0,0,0,0,negative,50
44,technician,divorced,secondary,no,414,yes,yes,6,1.35,2,0,no,0,0,1,1,medium,40
36,admin,married,secondary,no,231,yes,yes,6,2.27,6,0,no,0,0,1,1,low,30
39,blue-collar,married,primary,no,1005,no,no,6,2.63,2,0,no,0,0,0,0,high,30
58,retired,married,secondary,no,610,yes,no,6,10.85,1,0,no,0,0,1,0,medium,50
46,housemaid,married,primary,no,1676,no,no,6,0.93,2,0,no,0,0,0,0,high,40
45,admin,divorced,primary,no,1807,yes,no,6,1.97,2,0,no,0,0,1,0,very high,40
60,technician,married,secondary,no,0,yes,no,6,4.67,3,0,no,0,0,1,0,negative,60
49,services,married,secondary,no,-33,yes,no,6,12.9,13,0,no,0,0,1,0,negative,40
60,retired,married,secondary,no,1420,yes,yes,6,0.65,4,0,no,0,0,1,1,high,60
57,other,married,secondary,no,2,no,no,6,1.87,4,0,no,0,0,0,0,low,50
45,technician,married,secondary,no,4639,no,no,6,1.37,2,0,no,0,0,0,0,very high,40
44,blue-collar,married,other,no,391,no,no,6,5.92,4,0,no,0,0,0,0,medium,40
28,admin,single,secondary,no,596,yes,no,6,2.52,6,0,no,0,0,1,0,medium,20
49,management,single,tertiary,no,1,yes,no,6,0.98,3,0,no,0,0,1,0,low,40
50,other,married,primary,no,1502,no,no,6,0.57,2,0,no,0,0,0,0,high,50
33,management,married,tertiary,no,806,yes,no,6,2.07,3,0,no,0,0,1,0,high,30
28,blue-collar,married,secondary,no,2788,yes,no,6,6.15,2,0,yes,1,0,1,0,very high,20
27,technician,single,tertiary,no,1526,yes,no,6,5.7,10,0,no,0,0,1,0,high,20
56,unemployed,married,secondary,no,660,yes,no,6,1.2,3,0,no,0,0,1,0,medium,50
37,services,married,secondary,no,1372,yes,no,6,2.15,2,0,no,0,0,1,0,high,30
35,blue-collar,single,primary,no,3339,yes,no,6,5.07,2,0,no,0,0,1,0,very high,30
49,admin,single,secondary,no,4509,no,no,6,0.7,2,0,no,0,0,0,0,very high,40
38,blue-collar,married,secondary,no,1434,no,no,6,6.6,4,0,no,0,0,0,0,high,30
39,technician,married,secondary,no,328,no,no,6,3.13,7,0,no,0,0,0,0,medium,30
51,blue-collar,married,secondary,no,502,no,no,6,1.55,2,0,no,0,0,0,0,medium,50
46,entrepreneur,single,tertiary,no,77,yes,yes,6,8.67,3,0,no,0,0,1,1,low,40
60,blue-collar,divorced,primary,no,92,yes,no,6,1.17,3,0,no,0,0,1,0,low,60
39,blue-collar,married,secondary,no,497,no,no,6,1.58,4,0,no,0,0,0,0,medium,30
44,services,married,secondary,no,-63,no,no,6,6.53,2,0,no,0,0,0,0,negative,40
36,blue-collar,married,primary,no,0,yes,no,6,4.1,4,0,no,0,0,1,0,negative,30
37,blue-collar,married,secondary,no,2870,yes,no,6,1.57,2,0,no,0,0,1,0,very high,30
39,self-employed,married,tertiary,no,3201,no,no,6,3.28,2,0,no,0,0,0,0,very high,30
37,management,single,tertiary,no,7179,yes,no,6,0.52,8,0,no,0,0,1,0,very high,30
27,technician,single,tertiary,no,535,yes,no,6,7.43,3,0,no,0,0,1,0,medium,20
47,housemaid,married,primary,no,389,no,no,6,2.42,2,0,no,0,0,0,0,medium,40
59,other,single,secondary,no,3237,no,no,6,1.67,3,0,no,0,0,0,0,very high,50
27,blue-collar,married,secondary,no,379,yes,yes,6,4.2,4,0,no,0,0,1,1,medium,20
39,technician,single,secondary,no,1963,yes,no,6,1.67,4,0,no,0,0,1,0,very high,30
